sample_id,cluster_id,positive_partner_id,is_corrupted_pair,a_000,b_000,a_001,b_001,a_002,b_002,a_003,b_003,a_004,b_004,a_005,b_005,a_006,b_006,a_007,b_007,a_008,b_008,a_009,b_009,a_010,b_010,a_011,b_011,a_012,b_012,a_013,b_013,a_014,b_014,a_015,b_015,a_016,b_016,a_017,b_017,a_018,b_018,a_019,b_019,a_020,b_020,a_021,b_021,a_022,b_022,a_023,b_023,a_024,b_024,a_025,b_025,a_026,b_026,a_027,b_027,a_028,b_028,a_029,b_029,a_030,b_030,a_031,b_031,a_032,b_032,a_033,b_033,a_034,b_034,a_035,b_035,a_036,b_036,a_037,b_037,a_038,b_038,a_039,b_039,a_040,b_040,a_041,b_041,a_042,b_042,a_043,b_043,a_044,b_044,a_045,b_045,a_046,b_046,a_047,b_047,a_048,b_048,a_049,b_049,a_050,b_050,a_051,b_051,a_052,b_052,a_053,b_053,a_054,b_054,a_055,b_055,a_056,b_056,a_057,b_057,a_058,b_058,a_059,b_059,a_060,b_060,a_061,b_061,a_062,b_062,a_063,b_063
0,18,0,0,0.1371877694792196,-0.07352165514992502,0.06245648380060375,0.08685705499185434,-0.07351977171190527,-0.11896276126464103,0.07248509584285087,-0.08767197540859438,-0.0881860952884355,0.14794743481363995,0.0779329079809988,-0.0937522215494609,0.29439468194375956,-0.1934503139523411,0.1873258453274963,-0.14911756940486864,0.015211806539056958,-0.27392626659661834,-0.03198076630835636,0.11540071848827498,0.1375684988902644,-0.09442528026521431,-0.014004975038057742,0.03446378367583538,0.011049720603312992,-0.10727784833257924,-0.2855899259598263,-0.008974180354120391,0.03634118035228278,0.04751851606934548,-0.08448520632907382,-0.12467859389491445,-0.08967773860449611,0.1179614149059653,-0.030807642966526064,0.10049089066763285,0.16277725136006152,-0.09443781979871645,-0.15346962453834417,0.08801154936504953,-0.026652217778839644,-0.04949899191066495,0.13682789130017609,0.16937827639023992,0.22523391822398584,0.13632534674129138,0.2142259657217595,0.023693868019743117,0.018323852285721837,0.1664262508810753,-0.03523850481934497,0.04272736067783118,0.06187174016938216,-0.14348900384066657,0.05574724092007814,-0.07531879410399808,0.20682673964011533,-0.23007359906138897,0.09235315140271584,0.036015688458393806,-0.08155010205280258,0.08657880286454589,0.01757070183100631,-0.03978611563204877,0.18167645388392428,-0.05285519756727586,-0.05667445624381302,0.3288300150251299,-0.17076885818001267,-0.11217147569857693,-0.0444610099556705,0.09455106641683508,-0.21478746062526446,-0.07119587370855641,0.31963770520391144,0.09010050981665521,0.04792488302696949,-0.02108797060396867,0.07718499597961546,-0.10685694537732128,-0.16514031187623768,0.11863384983991743,0.05061699794842759,-0.17453685213448825,0.08846865214878272,-0.12418699520040107,0.025390315198963263,-0.06297145367557702,-0.023325127888355394,0.21620189035214815,0.0821729180314396,-0.030468926405357817,0.16769260480242254,0.03354643623078759,0.046923467669457916,-0.09264808158946923,-0.07393404319588597,0.048370361295781567,0.0541093053953819,-0.05854512784971854,-0.026533690774058552,-0.14135548859788016,0.22334623258616504,0.0070492175093031075,-0.0013007800031474455,0.18651083432377846,-0.21946260406438303,0.06777012758507549,0.01592987560100428,-0.07657698828237454,-0.12330885571678288,-0.07563900072978019,-0.04531766730632902,-0.18091232584611971,-0.06283705551100942,-0.24300932191454258,0.03380127827853254,0.03283801993071721,0.020310221257973476,-0.02758115243906972,-0.18856157272140647,0.14699399949493358,-0.07968720371822643,-0.14925652669087788,-0.08183254322612889,-0.0396432017566625,-0.003885624777295112,-0.20573388405128862
1,13,1,0,0.09373189557013101,-0.08643718433380006,-0.020938562271014316,0.1684340657959246,0.08170566292050599,-0.20755561491168648,-0.1540428776178614,-0.06975263072551335,-0.19650845678367734,-0.10014446891721235,-0.02704433743738744,-0.058035268061211814,-0.10610173728628086,0.12406312863075034,-0.21234068036947243,-0.09506117899691457,-0.07032005627146799,0.012645289588079606,0.13446026790789303,0.0904637178857754,0.15679096715716226,-0.0011355453967268065,0.12069218907030485,0.039258700108476444,0.026353743684888676,0.209497413538067,-0.1779564899829817,-0.021263910340818065,0.19582109995709573,0.10135648179603657,-0.0931113653301815,-0.08805705161913689,-0.011377387722756106,-0.05201921679254757,-0.11580902453516409,0.11400017060761136,-0.2710140443061871,0.12051956330358533,0.1008191164325437,0.11326561555777612,-0.06468710594573561,-0.2620452644658325,0.1555461284236656,-0.024701192274629257,0.06743868639001308,0.1718152508189563,0.020155356612533766,-0.12328289370230054,0.13496427177513726,0.08307978390754917,-0.10963821953496966,-0.07936615651347974,0.05061824572700227,0.004303182138001799,-0.018108963334483915,0.40900673105077234,-0.040855336209981004,-0.10845765454897491,-0.11423420707282765,0.0058242297259483,-0.21974510780311507,0.058275558146829005,-0.10189885601861146,0.14536126244889672,-0.029790306156549345,-0.08839283457459536,-0.07054576196330896,-0.31616054556960926,-0.017931397730258595,0.09017852750859061,0.005218974222075476,0.06072351629985632,-0.2961685903227828,0.026685594147083342,0.19551261728671074,0.07091664790315927,0.005277502496223849,0.03494712796612493,-0.10065488454926903,-0.17675774894631102,-0.017822687104429163,-0.04701666309604306,0.10521277266880731,0.008411151292633723,-0.09334336708901048,-0.10814655167831426,0.22697106842745526,-0.018535324206545918,0.10300977002018993,0.011423072249084263,-0.013755157506537696,-0.11067156665039045,0.0050439610026534335,-0.11526608750568824,-0.03892051198335213,0.07315985547673876,-0.021082320226973192,0.016400605730688484,0.05208816881948163,0.07099690590889235,-0.08369305325987632,0.11618969864652381,0.08096755801028944,-0.07460320596375938,-0.06410146139918693,-0.05991221908855092,0.06622593572301907,-0.15562711739580676,0.10065526725736491,-0.24434254225269317,-0.009829160039666876,-0.1875575654608624,0.17601986243998569,-0.13279599551566024,0.11716754422559932,-0.016595533553486794,-0.010562162144625685,0.011446681217278777,-0.16195738335724547,-0.06993699050491353,0.27783291987901687,0.02596680207908546,-0.05349443594832256,-0.07293479194677221,-0.2335741714004299,-0.2278508743927963,0.13692230337285352,0.034781161269999666
2,19,2,0,0.030567474553137606,-0.012379244311001849,-0.004003918504549399,0.10704720049526688,-0.018076413646826522,-0.03623630646494743,0.07881060881590929,-0.024788747639583903,-0.12190818147057324,0.16230365474541156,-0.33846360954907706,-0.23638376219796864,-0.09462914668952441,-0.09119215559795038,-0.13978477535742428,0.22544822671706788,0.03544522821555897,0.0947110748897661,0.07394206266336896,-0.08038902880722794,-0.20465541930542452,-0.06310092080294816,-0.20794161352189586,0.0045608582809373984,0.09515152973568997,-0.09943598422090692,0.08571670077120402,-0.07521756183609819,0.21371564265583853,0.23766484712898178,0.0224945856871226,0.03470581913111054,0.06292151852622878,0.1587149873559626,-0.17684551058284795,0.11264892569641477,0.03856602333404294,0.037276619829010586,0.11769597887730492,-0.16813718524439475,-0.02433137986944027,0.06777723468747575,-0.04612393405456741,-0.04532117061546151,0.21787591252854704,0.005818113660533515,0.16160078854944884,-0.03230215538130783,0.05459337841900291,0.19328558784478558,0.11821168182158598,0.04779918020623266,0.06560966907336878,0.024130024833158605,0.09356638521807513,0.005223529678551484,-0.18686240786944647,-0.1680606815089862,-0.17350748729307863,-0.14647955518924188,-0.15889433430926295,0.03628212905248596,-0.02270904800174692,-0.027436519540489576,-0.13487466650469856,0.06262362942772987,0.009147320604649843,-0.056883487311355695,0.05244348416968935,-0.10588979797925258,-0.018399154755464917,0.1099068736186978,-0.06783089163798756,-0.3091660559658405,-0.06315171429827145,-0.1504957274328973,0.0021509826593493903,0.12778714338005015,-0.028751868105851962,-0.18788905558702407,0.07437602526120733,0.027533469256785265,0.035499478510389516,0.17278625660654107,0.1297742695549471,-0.08699834195792377,-0.11354833405265631,-0.16317692494039632,0.2829408937796351,0.09131793011855369,0.1290907277549411,-0.0922684089773773,0.06636392301164523,0.08245547509753172,0.20181583706524517,-0.2022189310506539,0.2232809617642853,0.2465890298796702,-0.021596905617341462,-0.018006015971280997,-0.00612469800818303,0.10015601147383515,-0.09326293797914015,0.15109462505173638,0.09814466754661103,-0.1041770649853991,-0.00339893326415512,-0.2806907136971669,0.06215716684260115,0.05652135307737467,0.10729222200424039,0.0005686077533682758,-0.14281385384173814,-0.05433377633641268,0.07551463245704208,-0.01880712304021735,0.03872505475541947,0.042439854004638795,-0.15438253191597273,-0.011466329626420448,0.0027441880037926054,-0.08900640646054542,0.2956640056787182,0.11969585371076405,-0.01928876344541705,0.17225897680135832,0.004905604407720292,0.10717267172734442
3,16,105,1,0.053037803718160324,0.061761087572020895,-0.15640430167340227,0.0649428566055378,-0.027054230543966218,-0.022975611942691928,0.029823438995277937,-0.03325385517453703,-0.19404798703178322,-0.2978538512821486,0.11224817087685195,0.08105929507426955,0.014776406615479118,-0.0034678037514070973,0.09644204686901588,-0.09150121434199562,-0.03077883438491505,0.10810687614881251,0.017648125655594975,-0.15985815770013848,-0.09676415885959398,0.013851752150581655,-0.029561892838285662,0.07757601594703878,-0.3592810745991232,-0.055392095568114225,0.1105899653676428,0.06049899635013071,-0.09061333009639176,-0.03378746282868842,0.13504073324658436,-0.005873395431207458,0.08206867027213507,-0.08266705115977255,-0.12032185171871122,-0.07847528637408956,0.22605433781280948,0.019954267832408803,-0.005774666108870919,-0.17493011612041476,-0.010910927029402093,0.06407839783706326,-0.15283277250943408,-0.09460318176973634,0.13621787548550712,0.016041431061825692,-0.24795777737451163,0.17307888434991428,-0.07618646933648697,0.18056704830652595,0.08423495386453281,0.17891719076567536,0.03749717147658189,0.1372262186059979,0.10348817576941029,-0.10496806579768024,-0.11830211103038847,0.08375867251349914,-0.015404031563841698,0.1105972819015422,0.03320409278205135,0.23141814777605277,0.0727408139772506,0.24899995901160873,0.14482525231466892,-0.11732605263474033,0.09944020526864025,0.16061116067263387,-0.09282489983115264,-0.1424170768000347,0.1955866453383443,0.06266671779586483,-0.1938215340054728,0.07675453475231972,0.04535873013864885,-0.14965504566789825,-0.12995597336377154,-0.04220666318331797,0.008718379418862337,0.25393212489236355,0.11458113786676259,0.2511360995629034,-0.09306495441342576,0.006952516863085065,-0.08620376328525706,-0.16075687860648144,-0.03093261160693175,-0.0941517253657748,0.20664435856109756,0.022711992977867242,-0.21051607377051743,0.050399582755912,0.17014689866462004,0.07469362101362634,0.24722609679770857,-0.18869766939142463,-0.014399906082230475,-0.1058722788700378,0.08014949831568975,0.24821727497420212,0.11642839603020391,-0.09716373753002434,0.012871449771667274,-0.013988700626020657,0.19170110142931668,0.0021150460245954457,0.060210458034140504,0.08344036427555944,-0.22785809223077919,-0.025708620529910197,0.08552364057422822,-0.01964253328805566,0.07657960316941093,-0.02957371712842402,0.04347955912711957,-0.1345574603600134,-0.007936534593643041,0.04164465548714583,-0.045924120311639546,0.2107416682991937,0.0799879965477687,0.025190783827609094,0.040245318175092186,0.18471405287312465,0.14852866153707076,-0.16045798611230638,-0.09494273113690757,-0.04786615597159322
4,7,4,0,-0.1487450549653053,0.03656162802110587,0.422670498858138,-0.011265287474115235,-0.1152291223256724,0.018860291755930143,0.11843643961417712,0.002999001425967131,0.02738668949640575,0.1977426634415988,0.10532642348331632,0.04985150282616248,-0.1298163383767594,-0.1533271045469334,-0.041690138036325514,-0.07124228170933483,-0.052427180582396725,-0.07484403851976583,0.07555687922445897,0.008832452610236354,-0.0160425914779247,0.0704280826718838,-0.019993831411135934,-0.03951306479848319,0.06240072478556269,0.03431432872219966,0.02472993362437242,-0.02571462689616754,-0.07878614153940922,-0.21763292610645335,0.06630947624887847,-0.11210238975730734,-0.015734005180742854,-0.12429879804004489,-0.025497693911974005,-0.17039011206615792,0.15827045285160524,-0.11863691281960707,0.11642354343199104,0.22246765429505658,0.08855097048379751,-0.045647036120066424,-0.21248985099885037,-0.09186304630507079,-0.06594503830349592,0.006212360372504441,-0.39866686237572263,0.03403988865660643,0.005581291448545404,-0.007608493629517815,0.019665363645099118,-0.08648270026943393,-0.11865035413537449,0.16320627784234304,-0.07499325113872046,-0.1285707305323674,-0.18063539176867122,0.10560360726573896,0.0376786216105367,-0.20522282945800907,0.06432336465047066,-0.09842510001687138,-0.08949415220195306,-0.2301467724914953,0.06914615472400652,-0.2797673941299375,-0.09703133739396033,0.0057395107849023096,-0.09784361892145116,0.024637912560671188,0.05433441970529508,-0.10869208518596328,-0.02991105767251444,0.03335074161678761,-0.09893134972471414,-0.1604499992311822,0.030223558920637782,0.13633238256986574,-0.10955492175596564,-0.21678417888655102,-0.08016821003087575,0.036783090496176896,-0.23720749394288657,-0.008858843784211316,0.14956878944229948,-0.08430205731423401,-0.018974234096424777,-0.038517527092228984,0.14727276261039382,-0.13693617002289743,0.1779847576599615,0.002355661811038195,0.09464525402774342,0.08388101480333783,-0.02875433186491117,-0.055044036322723554,-0.04196738046187977,-0.20996054759877392,0.14564680067008065,-0.10494556924108953,0.07537373628882205,-0.1851465248501777,-0.15685290994120926,-0.041687046812494015,-0.0066768313517292415,0.1601381523375888,0.01217684728398799,-0.27270865664071386,0.1106288167833258,-0.03622841699929291,-0.03377482114120699,-0.15824104570886763,-0.0380744989793415,-0.053345448566733115,-0.004961637856002148,0.03631797918268754,0.16664588660867888,-0.1460640833040673,-0.039907920958924516,-0.09482974414068857,-0.06304419244607,-0.10392638024043689,-0.06788198924939612,-0.23071604406062785,0.21737437680887456,0.16964176584853582,-0.20680275840786774,0.029035403088696312
5,8,32,1,0.010271023963054751,0.04749999700301207,0.0027944791392517138,0.31729876213850233,-0.12997209412675484,0.007446508803451541,0.20266906141372615,-0.007497017807935527,0.020734329678934477,0.023927860710235928,0.15630507958330908,0.06636970155008856,0.20850974026957794,-0.07626545177050409,-0.0964336753916665,0.026321357604409637,0.027550981782610656,-0.0769390342699327,0.02370883645300864,-0.06250403870698874,0.019199496397250368,-0.0717274046640121,0.053743316426538595,0.0314039356535735,-0.11845251348156544,0.17061492418865187,0.04464106029646241,0.06059183007518107,0.06657483257613729,0.24530022216966527,0.00021984811102960085,-0.057733830180599556,-0.24429050637308222,0.023888894341398948,-0.038632302885593314,0.09992392986352017,-0.16037987456198718,-0.07505973959052815,-0.010585962580717801,-0.042223748746349654,-0.004934317455209929,0.016860620345292756,-0.010555404890970106,0.18783371873930008,0.06920885513716066,-0.0008361994889332821,-0.11375861801840202,0.13379411202495686,-0.0702381381712193,0.27471253090384956,0.039220819966989465,0.02149565956083712,0.03897359795327208,0.31093006089975705,-0.046238712696172836,-0.043123036508189175,-0.2975638404202498,0.10131088623006046,-0.02820758109225836,0.11610345617425516,0.05799593598110231,-0.10265329692445103,-0.2546840567947141,0.17260806804203727,-0.05719422367605974,0.11057057125228928,-0.05972837895817749,0.215310050965393,-0.04834230544896102,-0.07218649747551227,-0.069213819679031,0.08614272506573332,0.04402242453354506,0.022583479397464846,0.21473103874969432,-0.2074843182722415,-0.16119235952532132,0.052269712514551925,-0.21033073120737744,-0.1093895973508389,0.059396335478655415,0.12310926853686037,0.055963873707713524,0.05616753307128999,0.14415545920133785,0.007629780126298072,-0.035298496610265656,-0.1320299577586698,-0.016158351093340413,-0.052133006318566086,-0.016140751849846816,-0.05547184142656177,0.16161406992724456,0.0377796772935146,0.13393967187290237,-0.0636623889389742,0.14169701355331576,-0.08726512852663385,0.08869634869407005,0.3223540718979886,0.20680168709739982,-0.14280469488605757,-0.06162220371247406,0.11561789675136831,-0.008628738459694559,0.10981116130775816,0.09874530465893948,0.11883981524451402,-0.22723021230482984,-0.03242220311505905,0.1450491750650046,0.09277123248948461,-0.22849538325272695,-0.04774698370610135,-0.05208061979813591,-0.02030055034212245,0.22793451620381053,0.19943038716872996,-0.1126798201428298,0.15118487802131564,-0.2882356008976221,0.06491787209949694,-0.016688569013182535,-0.09629542676422809,0.004573355773879156,0.16346717355290385,-0.0349088792312638,0.005970180212076181
6,16,6,0,0.049814273562148584,0.03564584927781283,-0.016454494152976992,-0.11453940541784158,-0.20262625898224348,0.28225792722438164,0.1651945964335778,-0.23535449856484122,0.04122315642574587,-0.18615392693535313,0.06270505541382076,0.042319494915462996,0.2537461155098617,-0.07706945211263605,-0.043109995755311985,-0.1645861050105694,-0.002126917512793129,-0.02525252503724962,0.010504403015778855,0.21841737343452786,-0.00600917443708956,-0.16313515230519066,0.17143248556248505,-0.20278409957457486,-0.3979192906712072,0.14534782231327356,0.034595274718445874,-0.011355492539811706,-0.07338267076393883,-0.09039808294987929,0.18423211236420758,-0.11564286688870799,-0.029130281044823788,0.1837104729096342,0.07757097167735924,-0.02978474137853015,0.12530902187566723,-0.24723073838525525,-0.1998011462161776,-0.02453604882632184,0.03821691207930337,0.029536373168039278,-0.20801563727088265,-0.04010750698483329,0.03278003706613152,0.05012288082291487,-0.020269589868429045,0.12275939062733707,-0.07637243996014094,0.11179689372747381,0.001046693863154088,-0.05174783564772793,-0.11104929556818323,0.047459363336578846,-0.12831967431546662,-0.10543806641624953,-0.07522829177316875,-0.027086449327558014,0.08280584914868364,0.2320726825096321,0.21790107276854384,0.21158488257395636,0.12599277403169712,-0.007593622515711584,-0.012797665491181881,0.18909791385987795,-0.031145307388936685,0.23736285518087488,-0.10642933499385361,0.053872453070453095,-0.13805082101705976,0.047705119093006794,0.008036485280585417,-0.02685271547167866,-0.06873529393861479,0.08589555767520864,-0.051564757454041876,0.04435403066323859,0.10533411346503269,0.09559571195951783,-0.08775145676117845,-0.08670128049513616,-0.16685560172823724,-0.011739426346093752,0.06976647338134725,0.0316385363559496,0.04481829796924365,0.010572796334811665,0.09209711966809797,0.12750570811517772,-0.049381449783720235,-0.023233630513709334,-0.13939373050429668,-0.14320866047842717,0.06237213164299789,-0.07003076451581819,0.028525989624865213,-0.07395842889863959,-0.007443650958305729,-0.19284559944182653,-0.18187523589697324,-0.14727976170887724,-0.023367810153400722,0.052599013033669414,0.05434416963138258,0.19716118570536836,-0.20046182178322647,0.03603200856631144,-0.03734031975546953,0.07654838654347702,-0.17425329559762737,-0.15507496637263427,-0.048980367178998174,0.062379220868871266,0.1319735648200943,0.09578648042709442,0.20400990687220533,-0.05728362421071431,0.12757902306861044,-0.042578812317941875,-0.09325911960630826,-0.13729891569925695,-0.19479068492935492,0.010421663294815045,-0.1651804418717547,-0.048096951962717,-0.14718688384397624,-0.18363013167948164
7,0,7,0,0.12890376066798587,0.029450313449476784,0.054878900750027645,-0.032541436445869446,0.36395451040558746,0.15485504260094693,0.053092948132796594,0.23914481291202855,0.06854390989782144,-0.026634860006692133,-0.1651861337572725,0.036497678206705415,0.14308029056951307,0.06450120478265463,0.004080383861261115,-0.28985193743906884,0.07031533029878187,-0.17098492943349622,0.18462421905115128,-0.12515432502972285,0.04994993033554478,-0.06665127277900011,0.008190704503097283,-0.05475499579625288,-0.02564705793960848,0.06239125026235714,0.016551947975110226,0.047553459402631844,-0.015338180588642175,0.2417994795970143,0.17641226259520978,-0.1506316424709074,0.11868684442486627,0.014093970509809881,0.10520118410784254,-0.13249531675560883,0.08543480496672108,0.07792034166624753,-0.03137062130651719,0.06882739082918642,-0.044660214383068886,-0.08473533989281251,-0.3133709696472129,-0.14770431402562198,0.06538426522583861,0.06980023830425937,0.13402982957129567,0.011702280734989213,0.050680048735731766,-0.051905139844860594,0.10152497724192765,0.01574009586761204,-0.0875337569425584,0.05554373500159016,-0.02864891033891646,-0.1903330701415058,-0.060225696503932925,-0.04313833940284185,0.027811755628366554,0.01547974610321337,-0.13827854374374474,0.12448474590680328,0.03508756634870726,-0.0031319798339450975,-0.08672210963779285,0.22482182177724486,-0.11166885761228988,0.2225615522541043,-0.05576197986778159,-0.12836211862939706,0.06892375764177387,-0.18341041930609975,0.0330843698377129,-0.07348864799941571,-0.009968380024844126,0.023081377734909342,0.018978403220929457,0.06167018968501426,-0.08876500263052575,-0.1086380722252186,-0.022769840921020742,-0.10094595159037854,0.0917240045848082,-0.009518790841864501,0.13841577744636788,-0.011342192396019284,-0.22066037418107023,0.12233100824922277,0.11819104444458238,-0.11086660931383585,0.23083552364574556,0.11204664093117708,-0.06656638223926084,0.04522528443049645,-0.07093984401845467,-0.1303199267784689,0.08390217407041616,0.16726308676623391,0.10244052126071101,0.07581440255176435,-0.4098887369793076,0.054514166961919214,0.1389842002537007,-0.055183444133300334,-0.054198944966829206,0.04303640599207387,-0.038276655272805514,-0.09771645542535999,-0.03544693254411917,-0.017331763332521045,-0.026297818395979118,0.14902915088166743,-0.22260652842262452,-0.025160307968640522,-0.1319373040078063,0.24611953041010215,-0.0295604776381132,0.001659182196187451,-0.06747047217840878,-0.23159526931235916,0.119210969304706,-0.2073627936465448,-0.014070683205289893,-0.09076250701210536,0.051104787558247974,0.27688465800416895,-0.159222075862203,-0.08499430875511642
8,7,8,0,0.03167418715831431,0.033509889021598314,0.08405805504308876,-0.15081553783574317,-0.027484935374609637,-0.1391103427142203,0.0551849903992323,-0.31510965980956307,0.02862404899747433,0.030904711759630187,-0.0508409853823757,-0.14033633278291466,0.005303736419674639,-0.029936879766368493,0.2175346363008657,-0.19053504555226475,0.08393846645309963,-0.12606900451929826,0.07990948557637488,-0.019397471634475305,0.19665702611066407,-0.16063419962713762,-0.026326363678429197,0.01750563377449815,0.01026331173887749,-0.0698837926475415,-0.2435200307383008,0.13849917421508734,-0.13800076675009948,-0.07200211921467209,0.1704061090673663,0.10611076725141211,0.11141866487109825,0.01654150866175327,0.1286028218571611,0.018606587364960427,-0.13998116155114523,-0.1442810026870684,0.010636643159377786,0.22682131389097246,-0.06292311048094289,-0.07036532282251078,0.014581733433676462,-0.08175831105364262,-0.23699310296081796,0.013293912224319367,-0.15547928057139374,0.17819218234525017,-0.01679141483111435,0.10909426431262394,0.06474423947816138,0.07633370869539768,-0.003495825012334152,0.1088638298632662,-0.18034343590607932,0.13082676859080358,0.05766376977012535,0.1836614237710492,-0.04566017101286691,-0.11712815188002322,-0.05159752210032539,-0.07819902978733052,0.16223593370747427,0.16087168105647331,0.09445520334240995,0.059525703011890356,-0.17137166837660148,0.15275560008226496,-0.011281492128415166,-0.02432909103069103,-0.0013112360687621675,-0.19757658525040367,-0.02620655637767141,0.09613457763054148,-0.23226403978129015,0.15934038740696804,0.08318301864970988,0.08315999251807728,0.1379496040054872,0.06627550298758568,0.09449986229557744,-0.262898093403739,-0.020553681387047395,-0.0763538905321663,0.12085795770202291,-0.14661693476346924,-0.11334984695100521,0.03477714190603801,0.04391184214072232,0.05622750696353555,0.18411259998085427,-0.23270272350159676,-0.24968242163479892,0.0705018919114519,-0.13751770574233607,-0.008494380367243991,-0.21815298986700238,0.0656038306317106,0.022677916810517527,0.18814641937131268,-0.16627012416817305,-0.01994738154855478,-0.14660618987271384,0.037062098394864115,0.30934744917200097,0.06277283735197117,-0.006566411069159617,-0.09790017357002483,-0.04539201831640467,-0.0860702936437251,-0.20665228628245635,0.11315192733034321,-0.11965676393402595,-0.19126731098635086,0.08521547121678426,0.11976285205669772,0.04994807238789379,0.03929988521929041,-0.09096857342361349,0.079413768359067,-0.10925787678315778,-0.12921295237874175,0.10444956194735108,-0.19096177761146244,0.01118976969499255,0.08457392004003525,-0.08096858301164923,-0.08604004479338113
9,10,898,1,-0.0017760239170865836,0.022058289827564165,-0.02582107712784941,-0.035227572735755226,-0.169521299466513,-0.09827591938155851,-0.11835500311487356,0.013106331342580872,0.050070593470645595,0.10965229367255992,-0.08573657101892514,-0.039827838932244695,-0.11968159380737185,-0.08018444228724639,-0.197668398443192,-0.03363781893228526,0.020259738968510323,-0.17578462090434138,0.04260914308318585,-0.13357386779378466,-0.06664040542881239,0.041524842136705035,0.14760853416645092,0.10726353917559814,0.10489068207947254,0.012607826824295985,0.17951838435725245,0.004816632835276786,0.02996928811824149,0.001221505779683257,0.29289854243794433,-0.10395675460999369,0.00919823701304956,0.08696887257425878,-0.08144948345708859,0.10050791191291207,-0.02370515831992422,0.0775855794691814,0.0449552057890803,0.17294750457544578,0.1538894971029276,-0.03384590517136256,0.021916466300961772,0.29088906053223385,-0.007700006226340713,-0.22660314750667118,-0.049024113555297184,0.13499582331565713,0.1851571869675233,-0.17129632336926406,0.07843204134579566,-0.24105756934133837,0.014248180909753229,0.04835150146488017,0.1215973057856522,-0.10196530599423875,0.09378592617297236,0.13734603946735113,-0.06558036485098061,0.14575368150816223,0.11108364921509313,0.054909959267966046,-0.013438087352829786,0.2287309404122345,0.00022294879468767636,-0.0728459693004129,0.05155032178613844,0.07046245162693625,-0.1472145921877534,-0.13218782091271847,-0.006100528513513558,0.34149999468651104,0.04844285709464307,0.09203582651171205,-0.07796204894599408,-0.09648546734152653,-0.045618554432286226,-0.0586547527573929,-0.030206511974980872,-0.11210268001297964,0.13735315185193497,0.1324709395535491,-0.261009505621381,-0.10051588867638833,0.03917696762035254,-0.1215507229102785,-0.19466710358675113,-0.11812714151084432,-0.11461056095063692,0.01054151825482244,-0.07254882312217427,0.22358448428280736,0.1863020941217682,-0.11174428283958929,0.13391233412576467,-0.027533965294468842,0.03498890523606696,-0.17341646829405963,-0.11207917553246068,-0.059103284102278004,0.22878961304112433,-0.176446924967194,0.013410657263938325,0.11242557428297333,0.13879794306820933,0.008281532676990657,0.07766702155927795,-0.047669517046831145,0.15604891626174214,-0.031000664010393128,-0.07016421351678945,0.20223274669626265,0.2717241207327728,0.2081687272720775,0.0884020609774992,-0.019579416620819814,0.007748871147817284,-0.08469233137261627,0.30910152844508737,0.007499623992684954,-0.23726997066877736,-0.0024140903571859365,-0.03705303485646221,0.11439365572744457,-0.01339437465099016,0.059795304074457434,0.16959002523952416,-0.052119707109739656
